customer_id,first_name,last_name,age_band,nationality,home_market,loyalty_tier,preferred_cabin_class,join_date,last_booking_date,days_since_last_booking,trips_last_12m,lifetime_bookings,avg_trip_value_hkd,ancillary_spend_hkd,total_revenue_hkd,email_open_rate,app_engagement_score,customer_lifetime_value_12m,churn_probability_90d,customer_segment
CUST001280,Hannah,Cox,35-44,AU,SG,Diamond,Economy,2024-11-23,2024-03-31,275,2,23,3682,488,112000,0.466,65.6,11286,0.908,High Value Loyalists
CUST001281,Christopher,Perez,35-44,HK,TH,Diamond,Business,2022-04-15,2024-01-12,354,5,11,4939,1067,122025,0.316,68.3,39908,0.97,High Value Loyalists
CUST001282,Roger,Hunter,35-44,US,AU,Standard,First,2021-04-08,2024-05-30,215,6,25,2250,418,111700,0.379,63.0,14658,0.601,At Risk
CUST001283,Margaret,Martinez,45-54,KR,HK,Standard,Economy,2023-07-30,2024-10-30,62,4,6,7377,435,36470,0.134,55.4,28297,0.487,Mass Market
CUST001284,Erica,Powell,55-64,CN,JP,Standard,Business,2019-04-07,2024-10-18,74,3,6,4666,255,38065,0.53,65.3,13363,0.405,Mass Market
CUST001285,Joseph,Kirby,65+,TW,SG,Standard,Economy,2021-01-07,2024-09-23,99,8,30,7082,1446,205912,0.385,82.5,62558,0.329,Mass Market
CUST001286,Tammy,Jackson,35-44,TW,US,Gold,Economy,2019-01-10,2024-01-14,352,1,8,3676,514,33608,0.454,45.0,4852,0.97,Growth Opportunity
CUST001287,Margaret,Rollins,25-34,AU,TW,Silver,Premium Economy,2023-08-06,2024-02-16,319,5,25,2311,503,70350,0.539,64.0,14070,0.848,At Risk
CUST001288,Stephanie,Ramirez,35-44,HK,HK,Standard,Economy,2019-04-05,2024-04-13,262,2,10,4564,258,37495,0.314,36.6,8731,0.935,At Risk
CUST001289,Hunter,Mills,35-44,HK,TW,Standard,Economy,2023-07-08,2024-02-25,310,1,14,2960,610,40242,0.319,28.0,3274,0.97,At Risk
CUST001290,Sherry,Brown,35-44,TH,US,Standard,Premium Economy,2022-05-23,2024-08-29,124,7,7,3676,602,27373,0.074,63.0,27373,0.463,Mass Market
CUST001291,Kim,Mckee,45-54,TH,TH,Gold,Economy,2021-08-11,2024-04-17,258,2,4,2945,387,13363,0.388,54.9,7724,0.897,At Risk
CUST001292,Lori,Miles,35-44,KR,UK,Silver,First,2022-10-13,2024-10-31,61,0,22,2020,193,93126,0.579,61.3,2213,0.525,Growth Opportunity
CUST001293,William,Gardner,25-34,HK,US,Standard,Economy,2019-04-06,2024-11-23,38,4,14,6523,892,82349,0.351,66.0,27051,0.237,Mass Market
CUST001294,Donald,Edwards,35-44,KR,TW,Standard,Economy,2023-11-12,2024-05-13,232,3,21,5858,988,114857,0.227,40.5,18781,0.884,At Risk
CUST001295,Kyle,Carson,35-44,TH,SG,Standard,Business,2020-08-06,2024-04-20,255,1,14,2600,229,50708,0.502,39.7,2569,0.937,Growth Opportunity
CUST001296,Veronica,Anderson,25-34,TW,HK,Standard,Economy,2024-01-20,2024-05-30,215,4,20,8736,1668,167021,0.13,43.0,38122,0.89,At Risk
CUST001297,Jeffrey,Williams,25-34,SG,HK,Gold,Economy,2024-04-22,2024-07-15,169,3,10,3181,619,38095,0.262,62.0,13118,0.718,At Risk
CUST001298,Sean,Jackson,45-54,HK,HK,Silver,Economy,2022-04-21,2024-05-26,219,5,27,6664,1058,181505,0.252,60.6,38610,0.7,At Risk
CUST001299,Amy,Bailey,35-44,JP,SG,Standard,Economy,2022-07-10,2024-08-19,134,1,5,1200,165,5415,0.502,49.4,1245,0.72,Growth Opportunity
CUST001300,Jerome,Mckenzie,25-34,GB,US,Gold,Economy,2024-07-15,2024-09-16,106,2,19,4166,850,95541,0.396,67.4,11532,0.528,Mass Market
CUST001301,Dominique,Barrett,35-44,CN,SG,Standard,Economy,2021-06-06,2024-10-01,91,4,16,1200,134,16832,0.266,58.4,4856,0.486,Mass Market
CUST001302,Sheryl,Wang,45-54,KR,CN,Standard,Economy,2021-05-20,2024-08-21,132,5,17,2900,451,45382,0.278,60.6,15305,0.532,Mass Market
CUST001303,Douglas,Henderson,25-34,SG,HK,Silver,Economy,2024-09-05,2024-09-07,115,4,25,5715,719,139419,0.387,69.3,25736,0.553,Mass Market
CUST001304,Nicole,Hernandez,55-64,HK,HK,Standard,Business,2021-06-03,2024-11-03,58,2,2,5460,564,15379,0.392,56.0,10956,0.307,Mass Market
CUST001305,Matthew,Wilson,55-64,JP,TW,Standard,Business,2021-03-13,2024-06-21,193,3,10,3125,648,47261,0.384,49.9,10382,0.755,At Risk
CUST001306,Tammy,Mahoney,45-54,TW,TW,Gold,Economy,2019-01-13,2024-08-04,149,1,19,4909,458,102253,0.253,53.2,6251,0.826,At Risk
CUST001307,Ryan,Wilson,45-54,CN,CN,Gold,First,2020-12-19,2024-11-02,59,9,29,5482,868,400360,0.532,100.0,66031,0.01,Frequent Flyers
CUST001308,Diane,Nunez,18-24,HK,CN,Standard,Business,2020-06-30,2024-02-08,327,3,25,3408,331,119461,0.615,48.4,10195,0.955,At Risk
CUST001309,Jasmine,Carey,65+,JP,TH,Silver,Business,2023-08-15,2024-06-30,184,4,13,6301,962,131280,0.587,71.8,29052,0.599,Mass Market
CUST001310,Erika,Higgins,35-44,JP,TH,Standard,Premium Economy,2021-12-31,2024-11-09,52,6,15,5117,917,82834,0.556,83.1,33134,0.249,Frequent Flyers
CUST001311,Mary,Diaz,55-64,HK,US,Silver,Economy,2021-02-17,2024-12-13,18,1,7,3622,459,24764,0.741,76.2,4081,0.274,Growth Opportunity
CUST001312,Oscar,Williams,35-44,JP,UK,Standard,Economy,2024-08-07,2024-11-30,31,6,15,8835,1094,117792,0.248,72.4,54273,0.209,Frequent Flyers
CUST001313,Alexandra,Nguyen,18-24,KR,HK,Silver,Business,2021-09-04,2024-08-05,148,3,23,3936,526,143364,0.258,56.5,13386,0.632,At Risk
CUST001314,Cody,Boyer,18-24,AU,US,Standard,Economy,2021-06-29,2024-10-04,88,7,15,2454,346,33350,0.138,68.5,17882,0.332,Mass Market
CUST001315,Robert,Brown,45-54,US,JP,Diamond,Business,2023-05-02,2024-01-20,346,2,4,6985,956,60542,0.322,54.2,21470,0.97,High Value Loyalists
CUST001316,Jennifer,Burns,35-44,CN,HK,Gold,Premium Economy,2020-07-25,2024-07-14,170,5,28,6190,477,217874,0.162,67.9,38906,0.544,Mass Market
CUST001317,Jonathan,Ritter,18-24,CN,AU,Standard,Economy,2021-07-30,2024-04-08,267,3,21,1200,182,23100,0.572,51.5,3786,0.97,At Risk
CUST001318,Julie,Waller,45-54,JP,TH,Silver,Economy,2023-03-27,2024-10-03,89,4,7,1200,215,8645,0.396,71.7,5660,0.408,Mass Market
CUST001319,Justin,Butler,55-64,US,HK,Standard,First,2020-12-06,2024-12-06,25,5,16,5863,1023,185222,0.308,70.3,31498,0.182,Frequent Flyers
CUST001320,Michele,Burnett,35-44,TW,TW,Silver,Economy,2021-07-29,2024-09-01,121,5,23,3261,530,75943,0.186,65.8,18955,0.551,Mass Market
CUST001321,Gabrielle,Roberts,35-44,CN,KR,Standard,Premium Economy,2019-02-03,2024-04-27,248,4,5,5482,642,27879,0.156,41.4,22303,0.77,At Risk
CUST001322,Melissa,Burns,18-24,KR,CN,Standard,First,2023-10-06,2024-03-30,276,3,8,3938,554,61139,0.277,39.0,12295,0.904,At Risk
CUST001323,Christopher,Stephens,55-64,GB,HK,Silver,Economy,2024-02-28,2024-10-21,71,4,20,5978,1100,123626,0.62,82.1,28312,0.306,Mass Market
CUST001324,Michael,Morales,25-34,AU,TW,Standard,Economy,2023-01-03,2024-09-15,107,4,22,6477,477,119502,0.544,68.2,25225,0.417,Mass Market
CUST001325,Chad,Reeves,55-64,TH,US,Standard,Economy,2022-02-27,2024-07-13,171,7,15,1200,158,16140,0.482,75.6,8666,0.493,Mass Market
CUST001326,Bradley,Hunt,35-44,TW,AU,Standard,Business,2024-05-10,2024-08-28,125,3,3,2599,336,11183,0.02,40.8,8025,0.611,At Risk
CUST001327,Greg,Jones,35-44,SG,US,Standard,Economy,2024-02-08,2024-09-16,106,0,18,8325,1311,138233,0.345,40.3,8804,0.631,At Risk
CUST001328,Tina,Lee,25-34,US,HK,Standard,Economy,2021-10-23,2024-01-11,355,5,22,5784,999,119323,0.321,44.4,31023,0.97,At Risk
CUST001329,Krystal,Ward,25-34,TH,CN,Silver,Economy,2022-09-15,2024-01-29,337,1,13,6346,552,77299,0.249,31.0,6898,0.97,At Risk
CUST001330,Dustin,Rivera,45-54,KR,KR,Silver,Economy,2024-08-17,2024-08-24,129,3,9,9926,809,83215,0.369,62.4,32205,0.498,Mass Market
CUST001331,Mary,Brown,35-44,KR,SG,Standard,Economy,2020-03-15,2024-12-11,20,4,23,7431,564,143720,0.216,62.0,29008,0.368,Mass Market
CUST001332,Dale,Garcia,35-44,US,TH,Standard,Economy,2023-09-01,2024-08-23,130,4,20,5078,805,93793,0.274,55.6,21501,0.501,Mass Market
CUST001333,Christine,Gonzalez,65+,TW,JP,Silver,Business,2021-03-06,2024-02-17,318,0,0,2343,355,0,0.222,26.4,2698,0.97,At Risk
CUST001334,Jennifer,Griffin,65+,US,KR,Silver,Economy,2019-07-23,2024-02-11,324,6,25,7837,630,182286,0.258,57.4,50802,0.897,At Risk
CUST001335,Michael,Stewart,55-64,SG,TW,Gold,Business,2021-07-02,2024-04-22,253,1,12,7897,1199,176529,0.02,35.6,10517,0.97,At Risk
CUST001336,Matthew,Johnson,25-34,CN,HK,Standard,Business,2022-02-08,2024-05-01,244,7,23,5492,1007,188003,0.372,65.4,41649,0.608,At Risk
CUST001337,Judith,Jackson,45-54,HK,KR,Standard,Premium Economy,2023-06-08,2024-08-22,131,0,12,9284,700,108667,0.461,43.0,9056,0.619,Growth Opportunity
CUST001338,Karen,Jones,55-64,KR,KR,Silver,Premium Economy,2019-11-29,2024-07-25,159,4,6,5823,496,37914,0.232,59.6,25276,0.605,At Risk
CUST001339,Martin,Cooper,35-44,JP,UK,Standard,Economy,2022-04-15,2024-02-18,317,3,23,5344,468,104792,0.539,46.2,15833,0.97,At Risk
CUST001340,Kendra,Robinson,25-34,US,TW,Standard,Economy,2022-12-19,2024-10-14,78,7,28,7841,1276,203682,0.221,72.6,58330,0.315,Mass Market
CUST001341,Christopher,Griffin,55-64,CN,AU,Standard,Economy,2022-10-25,2024-08-06,147,7,27,6288,1272,164223,0.165,64.8,48518,0.597,Mass Market
CUST001342,Michael,Callahan,35-44,JP,HK,Gold,Economy,2023-12-29,2024-02-19,316,4,16,6878,406,116874,0.528,65.8,34088,0.936,At Risk
CUST001343,Kimberly,Johnson,35-44,JP,AU,Standard,Premium Economy,2023-07-08,2024-04-23,252,4,15,1200,235,19725,0.276,45.9,5260,0.837,At Risk
CUST001344,Devin,Bailey,65+,AU,SG,Silver,Economy,2021-10-15,2024-11-21,40,2,7,5990,720,40680,0.398,65.7,13420,0.246,Mass Market
CUST001345,Christopher,Sanchez,45-54,HK,HK,Silver,Economy,2020-08-22,2024-03-22,284,6,12,4100,786,51252,0.126,55.3,29316,0.815,At Risk
CUST001346,Daniel,Harvey,35-44,KR,HK,Standard,Premium Economy,2024-04-12,2024-12-06,25,4,7,3955,757,30216,0.335,66.4,17266,0.358,Mass Market
CUST001347,Jeffrey,Andrews,35-44,US,TH,Gold,Economy,2024-04-15,2024-09-18,104,2,12,4677,746,65244,0.309,64.0,12530,0.574,Mass Market
CUST001348,Michael,Ochoa,35-44,CN,SG,Silver,Economy,2019-10-12,2024-02-03,332,2,17,3667,335,58683,0.299,38.4,8004,0.97,At Risk
CUST001349,Margaret,Anderson,25-34,AU,TW,Standard,Economy,2021-09-19,2024-12-04,27,4,21,6777,372,116685,0.302,64.9,25885,0.311,Mass Market
CUST001350,David,Sullivan,55-64,KR,AU,Silver,Economy,2023-07-05,2024-10-24,68,1,10,2535,200,23548,0.39,58.2,2735,0.424,Mass Market
CUST001351,Tracy,White,55-64,JP,HK,Standard,Economy,2022-12-18,2024-02-22,313,3,4,1208,126,4200,0.379,40.1,3640,0.97,At Risk
CUST001352,Anne,Flores,25-34,SG,TW,Standard,Economy,2024-03-31,2024-05-03,242,4,25,4863,881,115030,0.443,53.4,21031,0.779,At Risk
CUST001353,Robert,Avila,25-34,US,UK,Silver,Economy,2020-04-22,2024-10-08,84,2,25,8124,1391,207410,0.043,48.0,19030,0.631,At Risk
CUST001354,Taylor,Allen,55-64,TW,JP,Silver,Premium Economy,2024-08-23,2024-08-29,124,2,18,4030,560,82620,0.6,67.1,9180,0.513,Growth Opportunity
CUST001355,Meghan,Woods,18-24,AU,TH,Standard,First,2020-05-26,2024-01-30,336,2,17,4602,255,145156,0.325,31.1,8794,0.97,At Risk
CUST001356,Lauren,Evans,35-44,TH,UK,Diamond,Premium Economy,2019-07-29,2024-05-27,218,0,21,4550,318,140448,0.277,52.6,6688,0.924,High Value Loyalists
CUST001357,Deborah,Quinn,35-44,AU,JP,Silver,Economy,2023-05-29,2024-09-08,114,8,18,10726,2229,204230,0.415,90.5,103640,0.255,High Value Loyalists
CUST001358,Jacqueline,Jackson,45-54,CN,US,Silver,Premium Economy,2024-07-25,2024-11-09,52,1,13,7263,1251,110682,0.331,57.1,8514,0.487,Mass Market
CUST001359,Dale,Williams,25-34,GB,HK,Standard,Business,2021-02-06,2024-08-03,150,5,19,3872,796,111130,0.379,63.2,21404,0.531,Mass Market
CUST001360,Peter,Coleman,45-54,TH,CN,Standard,Business,2019-12-16,2024-09-07,115,2,14,4736,672,95935,0.3,47.8,9869,0.647,At Risk
CUST001361,James,Marshall,35-44,US,JP,Standard,Economy,2024-04-02,2024-07-29,155,3,24,3460,206,68470,0.451,55.6,9960,0.565,Mass Market
CUST001362,William,Lee,45-54,TH,HK,Silver,Economy,2019-07-28,2024-12-13,18,4,9,9290,1698,86350,0.103,65.7,43952,0.379,Mass Market
CUST001363,Deanna,Holden,18-24,TH,JP,Standard,Economy,2022-12-26,2024-07-15,169,2,11,1809,395,19568,0.398,47.4,4046,0.728,At Risk
CUST001364,Kaitlyn,Lyons,35-44,GB,JP,Silver,Business,2019-10-05,2024-10-03,89,4,27,3039,416,130209,0.278,67.0,13820,0.434,Mass Market
CUST001365,Tommy,Simmons,35-44,GB,US,Standard,Economy,2022-12-28,2024-01-19,347,4,9,7145,464,53369,0.069,30.0,27578,0.97,At Risk
CUST001366,Anna,Campbell,25-34,AU,TH,Silver,Business,2019-09-07,2024-09-22,100,2,16,8937,1418,230026,0.537,66.5,20710,0.512,Growth Opportunity
CUST001367,Diana,Sanchez,25-34,TW,TW,Gold,Economy,2021-04-12,2024-10-03,89,2,18,5156,922,109682,0.3,64.9,14012,0.535,Mass Market
CUST001368,Nancy,Hinton,25-34,HK,JP,Silver,Premium Economy,2021-10-15,2024-09-13,109,3,23,4587,877,125672,0.522,70.2,16392,0.482,Mass Market
CUST001369,Glen,Taylor,35-44,AU,TH,Silver,Economy,2024-05-30,2024-05-26,219,4,5,5275,938,27109,0.476,64.5,24852,0.743,At Risk
CUST001370,Sonya,Hubbard,25-34,TH,TW,Gold,Economy,2023-04-07,2024-04-11,264,5,17,5362,1160,111147,0.242,63.6,37436,0.816,At Risk
CUST001371,Amber,Petersen,65+,CN,HK,Standard,Economy,2024-08-30,2024-09-16,106,3,12,9817,1131,103692,0.547,63.4,29899,0.491,Mass Market
CUST001372,Sue,Perez,35-44,SG,HK,Silver,Premium Economy,2022-03-28,2024-04-25,250,4,14,6159,1083,101388,0.323,55.9,28968,0.802,At Risk
CUST001373,Kristen,Grimes,55-64,AU,AU,Diamond,Economy,2020-07-18,2024-11-13,48,0,5,4385,757,29876,0.253,65.3,6896,0.444,High Value Loyalists
CUST001374,Daniel,Larson,65+,KR,HK,Silver,Economy,2021-07-18,2024-10-23,69,5,12,6074,699,70343,0.201,70.5,33865,0.333,Mass Market
CUST001375,John,Gonzales,25-34,KR,SG,Standard,Premium Economy,2022-01-31,2024-09-18,104,5,23,7259,1464,183933,0.232,61.0,39986,0.368,Mass Market
CUST001376,Michelle,Brown,45-54,HK,UK,Diamond,Business,2022-05-19,2024-04-23,252,3,25,3116,282,165187,0.419,70.6,13933,0.758,High Value Loyalists
CUST001377,Julian,Banks,55-64,TW,TH,Standard,Business,2024-06-09,2024-06-15,199,2,22,5761,953,186364,0.242,38.8,12276,0.811,At Risk
CUST001378,Timothy,Stevens,45-54,JP,JP,Standard,Premium Economy,2024-05-18,2024-07-17,167,4,21,5251,625,112369,0.429,58.8,21404,0.524,Mass Market
CUST001379,Nicole,Rodgers,35-44,CN,AU,Standard,Economy,2019-08-10,2024-05-26,219,3,22,2668,260,50622,0.278,43.6,7984,0.804,At Risk
CUST001380,Randy,Baker,35-44,GB,TH,Standard,Business,2023-10-05,2024-10-21,71,2,19,4266,296,111399,0.512,59.8,8271,0.469,Growth Opportunity
CUST001381,Steven,Scott,18-24,HK,SG,Standard,Economy,2020-10-13,2024-09-27,95,5,7,4138,212,23643,0.298,64.3,19681,0.397,Mass Market
CUST001382,Valerie,Wright,35-44,TW,HK,Standard,Business,2022-07-10,2024-04-20,255,1,16,4105,361,91488,0.33,32.8,4056,0.97,At Risk
CUST001383,Sandra,Jimenez,65+,KR,HK,Gold,Business,2024-09-21,2024-01-10,356,9,12,9317,1604,210545,0.338,80.0,113383,0.846,High Value Loyalists
CUST001384,Melinda,Juarez,65+,CN,US,Standard,Economy,2024-04-16,2024-12-30,1,4,12,5243,681,56303,0.389,70.5,21599,0.062,Mass Market
CUST001385,Rachel,Hall,18-24,AU,SG,Standard,Economy,2021-11-28,2024-08-22,131,3,25,5964,1073,140886,0.366,54.2,19322,0.58,Mass Market
CUST001386,Keith,Kim,45-54,SG,US,Gold,Premium Economy,2019-04-11,2024-02-16,319,3,24,6644,1428,222430,0.207,47.8,27804,0.97,At Risk
CUST001387,Tracy,Harvey,25-34,US,TW,Gold,Premium Economy,2024-09-14,2024-03-06,300,1,15,5055,383,95218,0.665,57.6,6348,0.97,Growth Opportunity
CUST001388,Felicia,Aguirre,55-64,TW,CN,Standard,Premium Economy,2024-06-10,2024-09-27,95,3,20,4222,460,85196,0.465,61.0,12779,0.431,Mass Market
CUST001389,Heather,Smith,18-24,TW,KR,Standard,First,2021-04-12,2024-12-18,13,3,9,8478,721,143833,0.508,69.3,25054,0.309,Mass Market
CUST001390,David,Lee,65+,KR,CN,Silver,Economy,2019-10-28,2024-06-09,205,4,22,8495,1271,186818,0.548,68.5,39064,0.663,At Risk
CUST001391,Linda,Figueroa,55-64,CN,US,Gold,Economy,2022-03-01,2024-04-24,251,4,18,7195,1297,153245,0.326,63.0,39148,0.865,At Risk
CUST001392,April,Robinson,25-34,TH,HK,Silver,Economy,2023-10-22,2024-09-30,92,1,13,4956,428,60328,0.492,60.3,5384,0.498,Growth Opportunity
CUST001393,Rachel,Sanchez,18-24,KR,SG,Standard,Economy,2021-09-21,2024-09-12,110,1,18,5972,1110,102214,0.576,54.2,6485,0.625,Growth Opportunity
CUST001394,Jessica,Hansen,55-64,GB,JP,Silver,Economy,2019-02-16,2024-05-02,243,2,24,3410,193,74196,0.588,57.1,7206,0.802,Growth Opportunity
CUST001395,Lisa,Richardson,25-34,TW,SG,Silver,Business,2021-09-28,2024-06-20,194,3,19,5418,868,165758,0.51,62.9,18858,0.697,At Risk
CUST001396,Maria,Ellis,35-44,HK,JP,Silver,Economy,2022-02-01,2024-09-20,102,4,14,2610,507,38157,0.325,67.8,12468,0.453,Mass Market
CUST001397,Lisa,Esparza,55-64,TW,US,Gold,Business,2024-07-02,2024-03-04,302,0,8,6954,1433,106650,0.576,48.9,9639,0.97,Growth Opportunity
CUST001398,Crystal,Vincent,35-44,GB,JP,Gold,Business,2023-11-04,2024-02-09,326,3,9,8821,974,144601,0.156,45.2,34148,0.97,At Risk
CUST001399,Emily,Turner,35-44,GB,SG,Silver,Economy,2023-03-02,2024-04-14,261,2,16,2718,186,39941,0.258,42.4,5808,0.948,At Risk
CUST001400,Jillian,Mccoy,35-44,US,JP,Silver,Business,2021-06-05,2024-01-25,341,4,12,9060,1225,172344,0.02,36.5,41140,0.97,At Risk
CUST001401,Nancy,Kennedy,18-24,JP,KR,Silver,Business,2024-09-02,2024-08-23,130,2,4,6578,849,41548,0.321,55.4,14854,0.573,Mass Market
CUST001402,Martin,Miller,65+,CN,UK,Standard,Economy,2020-05-22,2024-11-21,40,4,17,3489,545,54639,0.293,63.5,14740,0.359,Mass Market
CUST001403,Allison,Mack,25-34,US,CN,Standard,Economy,2020-12-22,2024-04-11,264,3,24,5762,857,126358,0.284,40.2,18128,0.97,At Risk
CUST001404,Derek,Gonzalez,25-34,CN,US,Silver,Economy,2024-01-28,2024-06-12,202,3,3,8585,719,24049,0.325,54.8,27912,0.706,At Risk
CUST001405,Ian,Matthews,25-34,US,JP,Silver,Premium Economy,2024-12-16,2024-08-03,150,5,24,7926,458,201216,0.184,63.4,41920,0.591,Mass Market
CUST001406,Danielle,Allen,65+,GB,TW,Standard,Economy,2023-11-20,2024-09-28,94,4,24,7858,1689,184809,0.46,65.9,35045,0.385,Mass Market
CUST001407,Mason,Adams,25-34,CN,TH,Standard,Economy,2023-03-30,2024-12-08,23,3,24,4381,526,93059,0.324,61.1,13407,0.195,Mass Market
CUST001408,Joseph,Leach,55-64,TH,TW,Silver,Business,2024-08-15,2024-10-30,62,4,6,3137,463,30070,0.308,70.4,14400,0.391,Mass Market
CUST001409,Dawn,Hansen,45-54,US,TH,Silver,Premium Economy,2019-10-15,2024-05-05,240,6,12,5196,292,65856,0.145,59.6,32928,0.711,At Risk
CUST001410,Stephanie,Mccarthy,55-64,CN,JP,Standard,Premium Economy,2023-01-05,2024-10-09,83,3,22,5465,435,117777,0.197,51.2,16060,0.535,Mass Market
CUST001411,Mathew,Johnson,65+,TW,KR,Standard,First,2021-06-23,2024-01-28,338,1,6,4727,632,54844,0.21,21.4,4886,0.97,At Risk
CUST001412,Michael,Fisher,55-64,HK,KR,Standard,Economy,2022-08-02,2024-07-13,171,5,28,3857,490,96337,0.436,63.8,19806,0.545,Mass Market
CUST001413,Jonathan,Anderson,65+,AU,TW,Diamond,Economy,2020-06-28,2024-11-30,31,3,16,2979,274,61104,0.802,100.0,13334,0.177,High Value Loyalists
CUST001414,Jane,Pierce,25-34,US,TW,Gold,Premium Economy,2021-12-06,2024-05-09,236,1,9,6766,1262,83213,0.398,52.0,9246,0.936,At Risk
CUST001415,Elijah,Bennett,55-64,JP,CN,Silver,Economy,2020-05-30,2024-04-27,248,4,13,3645,744,49949,0.485,62.6,17556,0.693,At Risk
CUST001416,Nancy,Ball,35-44,CN,SG,Standard,Economy,2022-11-10,2024-10-27,65,3,13,6972,693,78346,0.497,64.7,20903,0.387,Mass Market
CUST001417,Isaac,Armstrong,35-44,TH,SG,Silver,Business,2024-07-28,2024-03-03,303,4,8,4541,760,58756,0.1,42.8,21204,0.97,At Risk
CUST001418,Cindy,Baker,55-64,TW,JP,Standard,Economy,2019-05-09,2024-04-09,266,5,13,4988,385,54611,0.544,60.5,24371,0.768,At Risk
CUST001419,John,Nguyen,65+,GB,US,Diamond,Economy,2024-10-03,2024-05-30,215,3,22,2607,177,72145,0.4,72.8,11480,0.81,High Value Loyalists
CUST001420,James,Stone,45-54,JP,UK,Standard,Economy,2022-12-14,2024-11-17,44,0,1,6082,489,5142,0.531,52.7,5963,0.454,Growth Opportunity
CUST001421,Erica,Shaw,35-44,AU,CN,Standard,Premium Economy,2019-02-01,2024-07-09,175,0,2,4592,345,8956,0.196,28.8,4478,0.97,At Risk
CUST001422,Arthur,Wright,35-44,HK,SG,Silver,Economy,2022-06-22,2024-01-16,350,3,12,2831,377,33400,0.404,46.2,9624,0.97,At Risk
CUST001423,Alexander,Hicks,35-44,TW,UK,Standard,Economy,2019-10-30,2024-10-06,86,1,1,4696,402,3994,0.471,52.0,4628,0.614,Growth Opportunity
CUST001424,Angela,Hoffman,35-44,CN,HK,Silver,Business,2023-10-24,2024-01-29,337,0,10,3302,309,50969,0.346,29.9,3611,0.97,At Risk
CUST001425,James,Wilson,35-44,AU,AU,Gold,Business,2020-08-31,2024-10-22,70,3,22,1733,152,68578,0.175,66.4,6591,0.502,Mass Market
CUST001426,Renee,Lara,25-34,TW,US,Standard,Economy,2019-05-06,2024-05-26,219,4,16,6860,1092,101438,0.081,40.7,29064,0.822,At Risk
CUST001427,Roger,Hernandez,18-24,SG,UK,Standard,Economy,2024-01-31,2024-08-10,143,3,8,2674,553,20789,0.473,57.5,8879,0.682,At Risk
CUST001428,James,Blake,45-54,KR,HK,Silver,Premium Economy,2022-03-21,2024-12-06,25,5,6,6199,602,40806,0.452,84.1,34005,0.122,Frequent Flyers
CUST001429,Jane,Weeks,35-44,TW,UK,Gold,Economy,2022-08-31,2024-05-14,231,5,26,10229,937,291114,0.249,66.5,65036,0.834,At Risk
CUST001430,Daniel,Holmes,65+,GB,UK,Standard,Economy,2023-12-27,2024-07-13,171,4,22,3133,223,57634,0.49,60.9,12171,0.591,Mass Market
CUST001431,Matthew,Becker,45-54,SG,AU,Standard,Economy,2022-05-23,2024-09-08,114,3,16,6226,1354,97870,0.27,51.7,20872,0.492,Mass Market
CUST001432,Theresa,Johnson,18-24,GB,AU,Silver,Economy,2023-10-11,2024-10-08,84,5,11,4306,818,49259,0.202,69.4,25620,0.427,Mass Market
CUST001433,Mackenzie,Myers,25-34,TH,CN,Standard,Economy,2022-08-03,2024-07-08,176,3,17,5748,645,85718,0.427,53.0,17455,0.669,At Risk
CUST001434,Brianna,Holland,25-34,US,CN,Silver,Economy,2019-03-02,2024-11-22,39,4,22,1303,100,26566,0.081,63.1,5612,0.393,Mass Market
CUST001435,Sara,Short,65+,KR,TH,Silver,Business,2024-09-12,2024-05-29,216,3,3,6099,854,29093,0.392,56.4,20859,0.867,At Risk
CUST001436,Joseph,Foster,25-34,US,HK,Standard,Economy,2024-10-02,2024-11-27,34,6,23,5430,451,105914,0.088,65.8,32028,0.215,Frequent Flyers
CUST001437,Chelsea,Smith,35-44,US,UK,Silver,Economy,2020-08-26,2024-10-16,76,4,14,10504,550,132698,0.172,63.8,44216,0.508,Mass Market
CUST001438,Carlos,Ryan,65+,AU,HK,Standard,Economy,2022-11-25,2024-06-30,184,4,13,1200,140,13754,0.298,52.2,4880,0.723,At Risk
CUST001439,Timothy,Chapman,65+,TH,US,Standard,Business,2019-09-28,2024-04-08,267,7,28,4136,672,169945,0.472,67.5,30761,0.755,At Risk
CUST001440,Paul,Estrada,25-34,CN,HK,Silver,Economy,2020-09-15,2024-08-09,144,2,21,6205,1139,134678,0.032,42.8,14688,0.642,At Risk
CUST001441,Angela,Robinson,18-24,GB,AU,Diamond,Economy,2022-08-24,2024-05-18,227,6,23,7137,670,210750,0.476,89.9,63971,0.632,High Value Loyalists
CUST001442,Veronica,Hayes,25-34,KR,SG,Silver,Premium Economy,2021-01-31,2024-01-30,336,1,18,4928,652,100440,0.549,43.1,5580,0.97,Growth Opportunity
CUST001443,Patty,Durham,18-24,GB,UK,Standard,Premium Economy,2024-10-22,2024-05-31,214,4,10,7982,1387,85708,0.398,53.8,34283,0.835,At Risk
CUST001444,Michelle,Pierce,25-34,HK,SG,Silver,Business,2019-06-21,2024-04-04,271,1,23,5342,1166,204974,0.331,39.6,6508,0.938,At Risk
CUST001445,Oscar,Bowman,35-44,CN,US,Standard,Economy,2023-04-04,2024-07-11,173,3,3,5499,1136,16028,0.355,50.4,18255,0.671,At Risk
CUST001446,Kelly,Kent,55-64,TW,TW,Standard,Economy,2022-09-03,2024-09-28,94,2,10,1389,144,12066,0.129,42.6,2788,0.733,At Risk
